Postcode,Area,District,Total,Males,Females,Occupied_Households
L39 2EE,L39,2EE,50,25,25,21
L39 2EF,L39,2EF,95,51,44,34
L39 2EG,L39,2EG,15,2,13,5
L39 2EL,L39,2EL,46,25,21,23
L39 2EP,L39,2EP,51,21,30,20
L39 2ER,L39,2ER,8,7,1,2
L39 2ES,L39,2ES,5,3,2,2
L39 2ET,L39,2ET,7,4,3,6
L39 2EU,L39,2EU,77,33,44,30
L39 2EX,L39,2EX,18,6,12,8
L39 2EY,L39,2EY,103,59,44,42
L39 2HB,L39,2HB,22,15,7,8
L39 2HD,L39,2HD,31,17,14,19
L39 2HG,L39,2HG,38,17,21,14
L39 2HH,L39,2HH,30,15,15,11
L39 2HJ,L39,2HJ,23,12,11,8
L39 2HQ,L39,2HQ,25,14,11,8
L39 2HZ,L39,2HZ,11,5,6,4
L39 2JB,L39,2JB,16,8,8,8
L39 2JN,L39,2JN,16,10,6,5
L39 2JQ,L39,2JQ,13,9,4,9
L39 2XB,L39,2XB,95,42,53,36
L39 2XD,L39,2XD,41,15,26,12
L39 2XE,L39,2XE,65,28,37,29
L39 2XF,L39,2XF,58,30,28,26
L39 2XH,L39,2XH,82,34,48,37
L39 2XJ,L39,2XJ,46,20,26,19
L39 2XP,L39,2XP,114,49,65,56
L39 2XR,L39,2XR,27,11,16,19
L39 2XY,L39,2XY,74,35,39,31
L39 2XZ,L39,2XZ,27,14,13,11
L39 2YA,L39,2YA,45,24,21,38
L39 2YF,L39,2YF,4,2,2,3
L39 2YG,L39,2YG,53,21,32,44
L39 2YH,L39,2YH,5,0,5,1
L39 2YN,L39,2YN,15,7,8,8
L39 2YP,L39,2YP,102,52,50,38
L39 2YR,L39,2YR,38,20,18,12
L39 2YS,L39,2YS,50,25,25,15
L39 2YT,L39,2YT,7,1,6,2
L39 2YU,L39,2YU,8,6,2,2
L39 2YW,L39,2YW,25,14,11,8
L39 2YX,L39,2YX,72,36,36,30
L39 3AD,L39,3AD,17,9,8,7
L39 3AE,L39,3AE,10,7,3,2
L39 3AG,L39,3AG,17,8,9,3
L39 3AJ,L39,3AJ,5,3,2,2
L39 3AL,L39,3AL,6,4,2,3
L39 3AN,L39,3AN,6,4,2,3
L39 3AP,L39,3AP,10,6,4,4
L39 3AR,L39,3AR,39,18,21,15
L39 3AS,L39,3AS,48,26,22,27
L39 3AT,L39,3AT,49,22,27,22
L39 3AU,L39,3AU,38,17,21,17
L39 3AW,L39,3AW,14,9,5,5
L39 3AX,L39,3AX,46,18,28,20
L39 3AY,L39,3AY,53,29,24,18
L39 3AZ,L39,3AZ,112,55,57,52
L39 3BA,L39,3BA,14,9,5,6
L39 3BB,L39,3BB,63,31,32,24
L39 3BD,L39,3BD,12,6,6,3
L39 3BE,L39,3BE,51,24,27,19
L39 3BG,L39,3BG,80,38,42,30
L39 3BH,L39,3BH,29,13,16,9
L39 3BL,L39,3BL,17,12,5,10
L39 3BN,L39,3BN,42,20,22,26
L39 3BS,L39,3BS,16,11,5,11
L39 3BW,L39,3BW,1,1,0,1
L39 3LB,L39,3LB,62,25,37,29
L39 3LD,L39,3LD,80,39,41,32
L39 3LF,L39,3LF,6,3,3,3
L39 3LG,L39,3LG,51,26,25,20
L39 3LH,L39,3LH,87,41,46,35
L39 3LJ,L39,3LJ,54,26,28,20
L39 3LL,L39,3LL,41,24,17,20
L39 3LN,L39,3LN,2,1,1,1
L39 3LQ,L39,3LQ,5,3,2,4
L39 3LR,L39,3LR,32,17,15,11
L39 3LS,L39,3LS,2,1,1,1
L39 3LT,L39,3LT,33,13,20,18
L39 3LU,L39,3LU,56,28,28,19
L39 3LW,L39,3LW,91,41,50,43
L39 3LY,L39,3LY,30,14,16,13
L39 3NA,L39,3NA,49,27,22,24
L39 3NB,L39,3NB,20,7,13,10
L39 3ND,L39,3ND,25,10,15,13
L39 3NE,L39,3NE,50,26,24,24
L39 3NF,L39,3NF,79,40,39,29
L39 3NG,L39,3NG,42,16,26,18
L39 3NH,L39,3NH,45,23,22,19
L39 3NJ,L39,3NJ,111,53,58,41
L39 3NL,L39,3NL,33,15,18,14
L39 3NN,L39,3NN,87,42,45,41
L39 3NP,L39,3NP,63,30,33,27
L39 3NQ,L39,3NQ,2,1,1,1
L39 3NR,L39,3NR,56,27,29,24
L39 3NS,L39,3NS,64,29,35,39
L39 3NT,L39,3NT,23,11,12,12
L39 3NU,L39,3NU,54,25,29,23
L39 3NW,L39,3NW,111,48,63,48
L39 3NX,L39,3NX,62,27,35,33
L39 3NY,L39,3NY,70,32,38,28
L39 3NZ,L39,3NZ,12,5,7,7
L39 3PA,L39,3PA,16,7,9,10
L39 3PB,L39,3PB,34,16,18,14
L39 3PD,L39,3PD,9,4,5,5
L39 3PH,L39,3PH,49,21,28,24
L39 3PJ,L39,3PJ,87,41,46,31
L39 3PL,L39,3PL,91,44,47,36
L39 3PN,L39,3PN,50,25,25,22
L39 3PU,L39,3PU,34,16,18,24
L39 3PX,L39,3PX,33,14,19,12
L39 3PY,L39,3PY,5,3,2,2
L39 3QG,L39,3QG,3,1,2,1
L39 3QH,L39,3QH,35,19,16,19
L39 3QL,L39,3QL,72,33,39,24
L39 3QN,L39,3QN,18,9,9,6
L39 3QX,L39,3QX,12,5,7,3
L39 3RD,L39,3RD,1,1,0,1
L39 3RG,L39,3RG,96,49,47,30
L39 3RH,L39,3RH,26,13,13,8
L39 3RJ,L39,3RJ,37,20,17,12
L39 3RQ,L39,3RQ,26,10,16,11
L39 4AA,L39,4AA,273,113,160,0
L39 4AB,L39,4AB,34,18,16,17
L39 4AD,L39,4AD,2,1,1,1
L39 4AH,L39,4AH,134,57,77,0
L39 4AL,L39,4AL,337,96,241,0
L39 4BH,L39,4BH,5,3,2,1
L39 4GA,L39,4GA,31,13,18,15
L39 4PL,L39,4PL,33,21,12,19
L39 4PY,L39,4PY,50,28,22,31
L39 4PZ,L39,4PZ,180,76,104,0
L39 4QA,L39,4QA,33,16,17,5
L39 4QB,L39,4QB,22,6,16,12
L39 4QD,L39,4QD,92,23,69,31
L39 4QE,L39,4QE,67,34,33,19
L39 4QF,L39,4QF,70,27,43,32
L39 4QJ,L39,4QJ,97,49,48,29
L39 4QL,L39,4QL,23,15,8,14
L39 4QQ,L39,4QQ,6,2,4,4
L39 4QR,L39,4QR,69,35,34,24
L39 4QT,L39,4QT,52,24,28,19
L39 4QU,L39,4QU,20,9,11,8
L39 4QW,L39,4QW,73,36,37,24
L39 4QX,L39,4QX,65,34,31,22
L39 4QZ,L39,4QZ,85,45,40,27
L39 4RA,L39,4RA,15,6,9,7
L39 4RB,L39,4RB,90,53,37,33
L39 4RD,L39,4RD,122,40,82,28
L39 4RE,L39,4RE,49,21,28,24
L39 4RF,L39,4RF,20,11,9,8
L39 4RG,L39,4RG,106,52,54,39
L39 4RH,L39,4RH,34,19,15,19
L39 4RJ,L39,4RJ,75,35,40,30
L39 4RL,L39,4RL,14,8,6,7
L39 4RN,L39,4RN,59,21,38,26
L39 4RQ,L39,4RQ,71,34,37,28
L39 4RR,L39,4RR,29,16,13,15
L39 4RS,L39,4RS,28,11,17,24
L39 4RT,L39,4RT,26,9,17,19
L39 4RW,L39,4RW,25,10,15,11
L39 4RY,L39,4RY,14,4,10,11
L39 4SB,L39,4SB,91,44,47,42
L39 4SD,L39,4SD,112,53,59,51
L39 4SE,L39,4SE,95,36,59,51
L39 4SF,L39,4SF,82,38,44,41
L39 4SG,L39,4SG,45,17,28,19
L39 4SH,L39,4SH,94,47,47,34
L39 4SJ,L39,4SJ,36,17,19,16
L39 4SL,L39,4SL,56,22,34,28
L39 4SN,L39,4SN,54,29,25,18
L39 4SP,L39,4SP,112,55,57,43
L39 4SQ,L39,4SQ,124,67,57,45
L39 4SR,L39,4SR,29,11,18,13
L39 4SS,L39,4SS,38,17,21,13
L39 4ST,L39,4ST,29,13,16,15
L39 4SU,L39,4SU,35,16,19,14
L39 4SW,L39,4SW,74,34,40,28
L39 4SX,L39,4SX,80,42,38,29
L39 4SY,L39,4SY,16,8,8,4
L39 4SZ,L39,4SZ,82,37,45,34
L39 4TA,L39,4TA,22,12,10,10
L39 4TB,L39,4TB,58,28,30,30
L39 4TD,L39,4TD,33,17,16,16
L39 4TE,L39,4TE,64,34,30,22
L39 4TF,L39,4TF,116,53,63,44
L39 4TG,L39,4TG,64,28,36,28
L39 4TH,L39,4TH,34,15,19,16
L39 4TJ,L39,4TJ,30,15,15,15
L39 4TL,L39,4TL,16,8,8,9
L39 4TN,L39,4TN,50,21,29,18
L39 4TP,L39,4TP,63,33,30,26
L39 4TQ,L39,4TQ,36,14,22,15
L39 4TR,L39,4TR,32,17,15,13
L39 4TS,L39,4TS,40,22,18,21
L39 4TT,L39,4TT,52,34,18,21
L39 4TU,L39,4TU,42,27,15,16
L39 4TW,L39,4TW,9,8,1,0
L39 4TX,L39,4TX,4,2,2,2
L39 4TY,L39,4TY,42,25,17,16
L39 4TZ,L39,4TZ,46,22,24,18
L39 4UA,L39,4UA,59,28,31,21
L39 4UB,L39,4UB,37,17,20,16
L39 4UD,L39,4UD,85,41,44,34
L39 4UE,L39,4UE,10,5,5,4
L39 4UF,L39,4UF,56,26,30,22
L39 4UG,L39,4UG,22,11,11,11
L39 4UH,L39,4UH,61,29,32,29
L39 4UJ,L39,4UJ,68,36,32,30
L39 4UL,L39,4UL,54,30,24,20
L39 4UN,L39,4UN,63,32,31,26
L39 4UP,L39,4UP,4,2,2,2
L39 4UQ,L39,4UQ,58,26,32,27
L39 4UR,L39,4UR,91,49,42,30
L39 4US,L39,4US,10,6,4,4
L39 4UZ,L39,4UZ,26,13,13,8
L39 4XB,L39,4XB,50,19,31,41
L39 4XD,L39,4XD,6,2,4,3
L39 4XE,L39,4XE,13,4,9,11
L39 4XF,L39,4XF,52,18,34,40
L39 4XJ,L39,4XJ,25,12,13,14
L39 4XL,L39,4XL,73,36,37,27
L39 4XN,L39,4XN,16,7,9,6
L39 4XP,L39,4XP,64,34,30,27
L39 4XR,L39,4XR,51,25,26,15
L39 4YA,L39,4YA,52,23,29,22
L39 4YE,L39,4YE,11,5,6,4
L39 4YG,L39,4YG,64,30,34,19
L39 4YH,L39,4YH,67,29,38,24
L39 4YJ,L39,4YJ,19,9,10,6
L39 4YX,L39,4YX,31,11,20,26
L39 5AA,L39,5AA,45,21,24,23
L39 5AB,L39,5AB,57,28,29,20
L39 5AD,L39,5AD,38,17,21,17
L39 5AE,L39,5AE,51,28,23,18
L39 5AF,L39,5AF,8,2,6,4
L39 5AG,L39,5AG,56,26,30,21
L39 5AH,L39,5AH,65,34,31,29
L39 5AJ,L39,5AJ,69,35,34,26
L39 5AL,L39,5AL,34,17,17,11
L39 5AN,L39,5AN,79,39,40,44
L39 5AP,L39,5AP,103,49,54,38
L39 5AQ,L39,5AQ,49,25,24,21
L39 5AR,L39,5AR,59,27,32,22
L39 5AS,L39,5AS,71,36,35,27
L39 5AT,L39,5AT,96,36,60,27
L39 5AU,L39,5AU,33,18,15,17
L39 5AW,L39,5AW,53,21,32,22
L39 5AX,L39,5AX,31,17,14,12
L39 5AY,L39,5AY,55,31,24,18
L39 5AZ,L39,5AZ,96,51,45,34
L39 5BA,L39,5BA,11,3,8,6
L39 5BB,L39,5BB,46,23,23,23
L39 5BD,L39,5BD,31,10,21,18
L39 5BE,L39,5BE,22,12,10,8
L39 5BG,L39,5BG,17,10,7,6
L39 5BH,L39,5BH,21,12,9,9
L39 5BJ,L39,5BJ,45,25,20,15
L39 5BL,L39,5BL,69,34,35,28
L39 5BN,L39,5BN,98,42,56,38
L39 5BP,L39,5BP,42,20,22,16
L39 5BQ,L39,5BQ,8,5,3,3
L39 5BR,L39,5BR,6,4,2,1
L39 5BS,L39,5BS,10,5,5,3
L39 5BT,L39,5BT,42,22,20,17
L39 5BU,L39,5BU,58,28,30,27
L39 5BW,L39,5BW,83,34,49,31
L39 5BY,L39,5BY,30,11,19,13
L39 5BZ,L39,5BZ,26,13,13,11
L39 5DA,L39,5DA,68,35,33,35
L39 5DB,L39,5DB,30,17,13,12
L39 5DD,L39,5DD,33,13,20,14
L39 5DE,L39,5DE,80,41,39,32
L39 5DF,L39,5DF,31,16,15,11
L39 5DG,L39,5DG,80,44,36,27
L39 5DH,L39,5DH,15,5,10,6
L39 5DJ,L39,5DJ,48,19,29,20
L39 5DL,L39,5DL,31,16,15,11
L39 5DN,L39,5DN,56,31,25,24
L39 5DP,L39,5DP,30,16,14,10
L39 5DQ,L39,5DQ,32,17,15,14
L39 5DR,L39,5DR,63,33,30,26
L39 5DS,L39,5DS,23,11,12,9
L39 5DT,L39,5DT,12,6,6,3
L39 5DU,L39,5DU,89,39,50,25
L39 5DW,L39,5DW,88,50,38,29
L39 5DX,L39,5DX,7,4,3,2
L39 5DY,L39,5DY,48,22,26,26
L39 5DZ,L39,5DZ,53,29,24,22
L39 5EA,L39,5EA,48,23,25,18
L39 5EB,L39,5EB,42,24,18,16
L39 5ED,L39,5ED,45,18,27,27
L39 5EE,L39,5EE,58,25,33,27
L39 5EF,L39,5EF,65,27,38,31
L39 5EG,L39,5EG,56,27,29,26
L39 5EH,L39,5EH,69,36,33,25
L39 5EJ,L39,5EJ,29,14,15,8
L39 5EL,L39,5EL,2,1,1,2
L39 5EN,L39,5EN,47,24,23,24
L39 5EP,L39,5EP,73,36,37,28
L39 5EQ,L39,5EQ,48,25,23,25
L39 5ER,L39,5ER,32,16,16,16
L39 5ES,L39,5ES,54,22,32,25
L39 5ET,L39,5ET,35,19,16,11
L39 5EU,L39,5EU,47,18,29,25
L39 5EW,L39,5EW,59,31,28,28
L39 5EX,L39,5EX,44,23,21,17
L39 5EY,L39,5EY,62,34,28,27
L39 5EZ,L39,5EZ,28,11,17,13
L39 5FB,L39,5FB,10,5,5,3
L39 5HA,L39,5HA,16,8,8,8
L39 5HB,L39,5HB,7,5,2,3
L39 5HD,L39,5HD,8,4,4,3
L39 5HE,L39,5HE,15,8,7,6
L39 5HF,L39,5HF,53,26,27,20
L39 5HJ,L39,5HJ,29,17,12,11
L39 5HL,L39,5HL,7,4,3,3
L39 5HS,L39,5HS,45,21,24,14
L39 5HX,L39,5HX,23,9,14,14
L39 5JA,L39,5JA,5,3,2,2
L39 5JQ,L39,5JQ,22,12,10,10
L39 5JX,L39,5JX,13,6,7,5
L39 5QA,L39,5QA,28,7,21,21
L39 5QB,L39,5QB,18,6,12,14
L39 5QE,L39,5QE,47,3,44,0
L39 5QF,L39,5QF,4,2,2,2
L39 5QG,L39,5QG,57,27,30,19
L39 5QH,L39,5QH,36,14,22,12
L39 5QJ,L39,5QJ,46,24,22,14
L39 5QL,L39,5QL,95,50,45,35
L39 5QQ,L39,5QQ,45,25,20,14
L39 5QS,L39,5QS,11,5,6,4
L39 5RB,L39,5RB,6,4,2,4
L39 5RD,L39,5RD,9,4,5,5
L39 5RE,L39,5RE,15,6,9,9
L39 5RF,L39,5RF,26,11,15,16
L39 6RA,L39,6RA,14,5,9,12
L39 6RB,L39,6RB,22,10,12,12
L39 6RD,L39,6RD,98,50,48,41
L39 6RE,L39,6RE,86,48,38,35
L39 6RF,L39,6RF,81,37,44,35
L39 6RG,L39,6RG,78,38,40,28
L39 6RH,L39,6RH,41,23,18,28
L39 6RJ,L39,6RJ,47,25,22,19
L39 6RL,L39,6RL,10,3,7,5
L39 6RN,L39,6RN,116,56,60,46
L39 6RP,L39,6RP,54,21,33,27
L39 6RR,L39,6RR,53,29,24,22
L39 6RS,L39,6RS,34,16,18,11
L39 6RT,L39,6RT,3,2,1,2
L39 6RU,L39,6RU,36,16,20,14
L39 6RW,L39,6RW,51,25,26,21
L39 6RX,L39,6RX,9,4,5,3
L39 6RY,L39,6RY,100,49,51,41
L39 6RZ,L39,6RZ,55,22,33,22
L39 6SA,L39,6SA,32,19,13,13
L39 6SB,L39,6SB,49,22,27,23
L39 6SD,L39,6SD,36,16,20,16
L39 6SE,L39,6SE,74,35,39,38
L39 6SF,L39,6SF,46,21,25,16
L39 6SG,L39,6SG,73,29,44,28
L39 6SH,L39,6SH,54,21,33,11
L39 6SJ,L39,6SJ,80,42,38,30
L39 6SL,L39,6SL,12,6,6,5
L39 6SN,L39,6SN,79,34,45,29
L39 6SP,L39,6SP,62,29,33,28
L39 6SQ,L39,6SQ,17,8,9,8
L39 6SR,L39,6SR,103,51,52,42
L39 6SS,L39,6SS,60,30,30,24
L39 6ST,L39,6ST,126,51,75,26
L39 6SU,L39,6SU,22,9,13,9
L39 6SW,L39,6SW,2,1,1,1
L39 6SX,L39,6SX,52,26,26,20
L39 6SY,L39,6SY,58,29,29,24
L39 6SZ,L39,6SZ,6,4,2,1
L39 6TA,L39,6TA,24,13,11,10
L39 6TB,L39,6TB,17,9,8,9
L39 6TD,L39,6TD,28,17,11,14
L39 6TE,L39,6TE,17,8,9,9
L39 6TF,L39,6TF,31,17,14,13
L39 6TG,L39,6TG,7,0,7,6
L39 6TH,L39,6TH,20,6,14,18
L39 6TJ,L39,6TJ,15,8,7,7
L39 6TQ,L39,6TQ,18,7,11,7
L39 6TR,L39,6TR,8,2,6,3
L39 6TT,L39,6TT,50,25,25,18
L39 6UH,L39,6UH,8,4,4,3
L39 7HA,L39,7HA,18,8,10,6
L39 7HB,L39,7HB,33,17,16,11
L39 7HD,L39,7HD,12,6,6,6
L39 7HE,L39,7HE,17,8,9,6
L39 7HF,L39,7HF,5,3,2,3
L39 7HG,L39,7HG,51,22,29,10
L39 7HH,L39,7HH,41,20,21,15
L39 7HJ,L39,7HJ,28,16,12,13
L39 7HL,L39,7HL,7,4,3,2
L39 7HN,L39,7HN,9,5,4,3
L39 7HP,L39,7HP,21,11,10,9
L39 7HR,L39,7HR,24,13,11,9
L39 7HS,L39,7HS,21,9,12,9
L39 7HT,L39,7HT,46,25,21,17
L39 7HU,L39,7HU,4,3,1,2
L39 7HW,L39,7HW,6,2,4,2
L39 7HX,L39,7HX,28,14,14,10
L39 7HY,L39,7HY,108,47,61,40
L39 7HZ,L39,7HZ,73,37,36,24
L39 7JA,L39,7JA,5,3,2,2
L39 7JB,L39,7JB,6,3,3,2
L39 7JD,L39,7JD,36,19,17,18
L39 7JE,L39,7JE,47,22,25,20
L39 7JF,L39,7JF,32,15,17,15
L39 7JG,L39,7JG,78,40,38,33
L39 7JH,L39,7JH,55,26,29,26
L39 7JJ,L39,7JJ,1,1,0,1
L39 7JL,L39,7JL,27,14,13,15
L39 7JN,L39,7JN,54,25,29,19
L39 7JP,L39,7JP,35,17,18,15
L39 7JR,L39,7JR,17,11,6,8
L39 7JS,L39,7JS,11,5,6,4
L39 7JT,L39,7JT,1,1,0,1
L39 7JU,L39,7JU,34,18,16,11
L39 7JW,L39,7JW,37,18,19,11
L39 7JX,L39,7JX,5,3,2,2
L39 7JY,L39,7JY,54,26,28,24
L39 7JZ,L39,7JZ,15,8,7,7
L39 7LA,L39,7LA,4,2,2,2
L39 7LB,L39,7LB,11,6,5,5
L39 7LD,L39,7LD,95,46,49,39
L39 7LE,L39,7LE,29,16,13,8
L39 7LP,L39,7LP,3,1,2,3
L39 8BB,L39,8BB,6,2,4,2
L39 8RA,L39,8RA,22,9,13,10
L39 8RB,L39,8RB,16,8,8,4
L39 8RD,L39,8RD,17,7,10,6
L39 8RE,L39,8RE,22,13,9,9
L39 8RF,L39,8RF,41,19,22,13
L39 8RG,L39,8RG,31,16,15,17
L39 8RH,L39,8RH,51,26,25,21
L39 8RJ,L39,8RJ,86,47,39,34
L39 8RL,L39,8RL,45,22,23,16
L39 8RN,L39,8RN,21,9,12,8
L39 8RP,L39,8RP,3,1,2,2
L39 8RQ,L39,8RQ,13,8,5,5
L39 8RR,L39,8RR,31,11,20,16
L39 8RS,L39,8RS,54,27,27,19
L39 8RT,L39,8RT,2,1,1,1
L39 8RU,L39,8RU,66,27,39,29
L39 8RW,L39,8RW,15,9,6,6
L39 8RX,L39,8RX,36,19,17,14
L39 8RY,L39,8RY,18,6,12,7
L39 8RZ,L39,8RZ,7,2,5,2
L39 8SA,L39,8SA,45,20,25,16
L39 8SB,L39,8SB,84,38,46,42
L39 8SD,L39,8SD,8,5,3,5
L39 8SE,L39,8SE,26,13,13,13
L39 8SF,L39,8SF,48,29,19,19
L39 8SG,L39,8SG,37,18,19,18
L39 8SH,L39,8SH,84,44,40,34
L39 8SJ,L39,8SJ,12,7,5,5
L39 8SL,L39,8SL,9,6,3,5
L39 8SN,L39,8SN,7,3,4,4
L39 8SP,L39,8SP,23,11,12,8
L39 8SQ,L39,8SQ,35,17,18,11
L39 8SR,L39,8SR,59,29,30,21
L39 8SS,L39,8SS,29,16,13,11
L39 8ST,L39,8ST,9,3,6,5
L39 8SU,L39,8SU,16,11,5,5
L39 8SW,L39,8SW,12,3,9,5
L39 8SX,L39,8SX,50,25,25,21
L39 8SY,L39,8SY,17,6,11,8
L39 8SZ,L39,8SZ,15,8,7,8
L39 8TF,L39,8TF,6,2,4,2
L39 8TL,L39,8TL,7,5,2,2
L39 8TN,L39,8TN,23,12,11,9
L39 8TQ,L39,8TQ,9,4,5,5
L39 8TR,L39,8TR,2,1,1,1
L39 9AA,L39,9AA,2,1,1,1
L39 9EA,L39,9EA,9,5,4,5
L39 9EB,L39,9EB,6,3,3,3
L39 9ED,L39,9ED,21,14,7,5
L39 9EE,L39,9EE,17,10,7,7
L39 9EF,L39,9EF,11,5,6,3
L39 9EG,L39,9EG,18,6,12,6
L39 9EH,L39,9EH,7,2,5,4
L39 9EJ,L39,9EJ,17,10,7,9
L39 9EL,L39,9EL,11,7,4,4
L39 9EN,L39,9EN,12,7,5,5
L39 9EP,L39,9EP,10,6,4,4
L39 9ER,L39,9ER,6,2,4,2
L39 9EW,L39,9EW,20,8,12,6
L4  0RA,L4,0RA,44,24,20,28
L4  0RB,L4,0RB,80,42,38,37
L4  0RD,L4,0RD,32,19,13,14
L4  0RE,L4,0RE,24,12,12,12
L4  0RG,L4,0RG,25,14,11,9
L4  0RH,L4,0RH,41,18,23,26
L4  0RJ,L4,0RJ,17,8,9,11
L4  0RL,L4,0RL,23,13,10,12
L4  0RN,L4,0RN,30,11,19,15
L4  0RP,L4,0RP,35,24,11,23
L4  0RQ,L4,0RQ,5,4,1,2
L4  0RR,L4,0RR,83,40,43,28
L4  0RS,L4,0RS,63,24,39,23
L4  0RT,L4,0RT,46,21,25,16
L4  0RU,L4,0RU,48,24,24,27
L4  0RW,L4,0RW,38,21,17,23
L4  0RX,L4,0RX,30,17,13,19
L4  0RY,L4,0RY,33,14,19,15
L4  0RZ,L4,0RZ,27,16,11,14
L4  0SA,L4,0SA,57,30,27,31
L4  0SB,L4,0SB,56,30,26,37
L4  0SD,L4,0SD,68,34,34,40
L4  0SE,L4,0SE,27,16,11,14
L4  0SF,L4,0SF,51,23,28,22
L4  0SH,L4,0SH,39,19,20,27
L4  0SJ,L4,0SJ,30,20,10,25
L4  0SL,L4,0SL,18,10,8,5
L4  0SN,L4,0SN,23,10,13,14
L4  0SP,L4,0SP,42,22,20,30
L4  0SR,L4,0SR,75,40,35,41
L4  0SS,L4,0SS,15,8,7,7
L4  0ST,L4,0ST,38,15,23,17
L4  0SU,L4,0SU,49,27,22,17
L4  0SW,L4,0SW,28,19,9,18
L4  0SX,L4,0SX,59,31,28,19
L4  0SY,L4,0SY,59,26,33,27
L4  0SZ,L4,0SZ,57,30,27,26
L4  0TA,L4,0TA,40,21,19,21
L4  0TB,L4,0TB,58,29,29,23
L4  0TD,L4,0TD,112,64,48,26
L4  0TE,L4,0TE,82,48,34,50
L4  0TF,L4,0TF,79,47,32,51
L4  0TG,L4,0TG,12,12,0,12
L4  0TJ,L4,0TJ,43,25,18,19
L4  0TL,L4,0TL,57,36,21,27
L4  0TN,L4,0TN,25,12,13,9
L4  0TP,L4,0TP,63,32,31,28
L4  0TQ,L4,0TQ,24,16,8,16
L4  0TR,L4,0TR,54,20,34,29
L4  0TS,L4,0TS,83,35,48,36
L4  0TT,L4,0TT,91,44,47,37
L4  0TY,L4,0TY,69,31,38,24
L4  0TZ,L4,0TZ,47,24,23,24
L4  0UA,L4,0UA,47,24,23,25
L4  0UB,L4,0UB,73,37,36,29
L4  0UD,L4,0UD,104,54,50,38
L4  0UE,L4,0UE,37,19,18,16
L4  0UF,L4,0UF,42,17,25,13
L4  0UH,L4,0UH,7,3,4,4
L4  0UQ,L4,0UQ,36,18,18,15
L4  1QB,L4,1QB,21,10,11,9
L4  1QD,L4,1QD,51,22,29,21
L4  1QF,L4,1QF,33,13,20,16
L4  1QG,L4,1QG,23,10,13,6
L4  1QH,L4,1QH,48,22,26,26
L4  1QL,L4,1QL,12,7,5,6
L4  1QP,L4,1QP,11,5,6,3
L4  1QQ,L4,1QQ,26,13,13,11
L4  1QU,L4,1QU,90,41,49,39
L4  1QW,L4,1QW,7,4,3,4
L4  1QY,L4,1QY,70,29,41,39
L4  1RA,L4,1RA,28,10,18,14
L4  1RB,L4,1RB,35,20,15,15
L4  1RD,L4,1RD,33,16,17,21
L4  1RE,L4,1RE,50,29,21,18
L4  1RG,L4,1RG,83,41,42,41
L4  1RJ,L4,1RJ,83,41,42,36
L4  1RL,L4,1RL,85,49,36,35
L4  1RN,L4,1RN,11,5,6,8
L4  1RP,L4,1RP,39,21,18,17
L4  1RQ,L4,1RQ,54,21,33,23
L4  1RR,L4,1RR,30,15,15,17
L4  1RS,L4,1RS,79,43,36,36
L4  1RW,L4,1RW,38,14,24,17
L4  1SD,L4,1SD,33,13,20,15
L4  1SH,L4,1SH,14,7,7,11
L4  1SL,L4,1SL,3,2,1,1
L4  1SN,L4,1SN,21,10,11,11
L4  1SR,L4,1SR,44,21,23,19
L4  1TB,L4,1TB,4,1,3,1
L4  1TH,L4,1TH,22,15,7,8
L4  1TS,L4,1TS,114,53,61,44
L4  1TT,L4,1TT,5,2,3,3
L4  1TU,L4,1TU,15,7,8,8
L4  1UB,L4,1UB,15,13,2,6
L4  1UH,L4,1UH,75,37,38,38
L4  1UJ,L4,1UJ,29,16,13,15
L4  1UL,L4,1UL,93,47,46,47
L4  1UU,L4,1UU,15,8,7,6
L4  1UX,L4,1UX,13,6,7,6
L4  1UY,L4,1UY,21,9,12,9
L4  1UZ,L4,1UZ,134,65,69,54
L4  1XA,L4,1XA,76,48,28,50
L4  1XB,L4,1XB,25,10,15,15
L4  1XD,L4,1XD,102,69,33,79
L4  1XE,L4,1XE,37,25,12,22
L4  1XF,L4,1XF,43,22,21,19
L4  1XG,L4,1XG,41,19,22,9
L4  1XJ,L4,1XJ,160,83,77,65
L4  1XL,L4,1XL,64,33,31,24
L4  1XN,L4,1XN,69,43,26,37
L4  1XP,L4,1XP,54,29,25,24
L4  1XQ,L4,1XQ,29,11,18,13
L4  1XR,L4,1XR,39,17,22,16
L4  1XS,L4,1XS,50,22,28,20
L4  1XT,L4,1XT,43,21,22,19
L4  1XU,L4,1XU,39,18,21,17
L4  1XW,L4,1XW,37,18,19,17
L4  1XX,L4,1XX,42,15,27,22
L4  1XY,L4,1XY,21,8,13,8
L4  1XZ,L4,1XZ,12,5,7,5
L4  1YA,L4,1YA,36,18,18,32
L4  1YB,L4,1YB,88,43,45,42
L4  1YD,L4,1YD,60,25,35,26
L4  1YE,L4,1YE,24,13,11,15
L4  1YF,L4,1YF,64,29,35,25
L4  1YG,L4,1YG,7,4,3,4
L4  1YH,L4,1YH,32,16,16,13
L4  1YQ,L4,1YQ,19,8,11,8
L4  2PA,L4,2PA,12,5,7,8
L4  2QA,L4,2QA,26,15,11,20
L4  2QB,L4,2QB,35,23,12,23
L4  2QD,L4,2QD,10,4,6,7
L4  2QE,L4,2QE,54,26,28,20
L4  2QF,L4,2QF,46,29,17,25
L4  2QG,L4,2QG,73,36,37,36
